DOL,N/A,WisdomTree International LargeC,N/A,N/A,N/A,2/1/2017,N/A,8:00pm,N/A,+0.32%,N/A,39484,N/A,42345
ELD,N/A,WisdomTree Emerging Markets Loc,N/A,N/A,N/A,2/1/2017,N/A,8:00pm,N/A,+0.38%,N/A,17352,N/A,92655
EMA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ENB,N/A,Enbridge Inc Common Stock,N/A,39.67B,N/A,2/1/2017,N/A,4:02pm,N/A,-0.77%,N/A,2981375,N/A,2184060
ECA,N/A,Encana Corporation,N/A,12.37B,N/A,2/1/2017,N/A,4:01pm,N/A,-0.39%,N/A,8661514,N/A,11939600
FM,N/A,iShares MSCI Frontier 100 Fund,N/A,N/A,N/A,2/1/2017,N/A,8:00pm,N/A,+1.41%,N/A,304880,N/A,199729
FTS,N/A,Fortis Inc. Common Shares,N/A,12.70B,N/A,2/1/2017,N/A,4:01pm,N/A,-1.18%,N/A,132696,N/A,239260
FNV,N/A,Franco-Nevada Corporation,N/A,11.66B,N/A,2/1/2017,N/A,4:02pm,N/A,+0.60%,N/A,694006,N/A,914894
WN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GIL,N/A,"Gildan Activewear, Inc. Class A",N/A,6.04B,N/A,2/1/2017,N/A,4:02pm,N/A,-0.38%,N/A,684569,N/A,716013
G,N/A,Genpact Limited Common Stock,N/A,4.94B,N/A,2/1/2017,N/A,4:02pm,N/A,-0.20%,N/A,728806,N/A,792998
HSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IMO,N/A,Imperial Oil Limited Common Sto,N/A,27.99B,N/A,2/1/2017,N/A,4:02pm,N/A,+0.43%,N/A,420946,N/A,161852
IPL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
K,N/A,Kellogg Company Common Stock,N/A,25.23B,N/A,2/1/2017,N/A,4:02pm,N/A,-1.11%,N/A,1448570,N/A,1636540
L,N/A,Loews Corporation Common Stock,N/A,15.57B,N/A,2/1/2017,N/A,4:02pm,N/A,-0.82%,N/A,989239,N/A,947477
MG,N/A,Mistras Group Inc Common Stock,N/A,658.56M,N/A,2/1/2017,N/A,4:02pm,N/A,-0.91%,N/A,66753,N/A,98055
MFC,N/A,"Manulife Financial Corporation ",N/A,37.79B,N/A,2/1/2017,N/A,4:02pm,N/A,-0.05%,N/A,2145112,N/A,2566700
MRU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PPL,N/A,PPL Corporation Common Stock,N/A,23.75B,N/A,2/1/2017,N/A,4:02pm,N/A,+0.32%,N/A,4932307,N/A,3919070
POT,N/A,Potash Corporation of Saskatche,N/A,15.58B,N/A,2/1/2017,N/A,4:02pm,N/A,-0.27%,N/A,5668558,N/A,6463630
POW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QSR,N/A,Restaurant Brands International,N/A,11.46B,N/A,2/1/2017,N/A,4:02pm,N/A,-0.31%,N/A,529018,N/A,646682
RCI.B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RY,N/A,Royal Bank Of Canada Common Sto,N/A,106.60B,N/A,2/1/2017,N/A,4:02pm,N/A,-0.14%,N/A,779394,N/A,938437
SAP,N/A,SAP  SE ADS,N/A,108.76B,N/A,2/1/2017,N/A,4:02pm,N/A,-0.87%,N/A,1177675,N/A,828482
SJR.B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SLW,N/A,Silver Wheaton Corp Common Shar,N/A,9.76B,N/A,2/1/2017,N/A,4:02pm,N/A,+0.00%,N/A,3558133,N/A,5500000
SNC,N/A,"State National Companies, Inc.",N/A,566.81M,N/A,2/1/2017,N/A,4:00pm,N/A,-1.74%,N/A,55211,N/A,110816
SLF,N/A,"Sun Life Financial Inc. Common ",N/A,23.98B,N/A,2/1/2017,N/A,4:02pm,N/A,-0.84%,N/A,443293,N/A,494371
SU,N/A,Suncor Energy  Inc. Common Stoc,N/A,51.68B,N/A,2/1/2017,N/A,4:05pm,N/A,+0.00%,N/A,3059713,N/A,3093520
TCK.B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T,N/A,AT&T Inc.,N/A,258.21B,N/A,2/1/2017,N/A,4:01pm,N/A,-0.24%,N/A,32082528,N/A,22443600
TRI,N/A,Thomson Reuters Corp Ordinary S,N/A,32.74B,N/A,2/1/2017,N/A,4:03pm,N/A,-0.62%,N/A,763675,N/A,683150
TD,N/A,Toronto Dominion Bank (The) Com,N/A,95.94B,N/A,2/1/2017,N/A,4:02pm,N/A,-0.21%,N/A,1360363,N/A,1282750
TRP,N/A,"TransCanada Corporation Common ",N/A,37.72B,N/A,2/1/2017,N/A,4:02pm,N/A,-0.15%,N/A,821519,N/A,1069110
VRX,N/A,Valeant Pharmaceuticals Interna,N/A,4.77B,N/A,2/1/2017,N/A,4:02pm,N/A,-0.36%,N/A,9040164,N/A,18165300
